Project,Method,LOC,CC,PC
SimplCommerce,HtmlWidgetApiController,3,1,1
SimplCommerce,Get,14,1,1
SimplCommerce,Post,19,2,1
SimplCommerce,Put,15,2,2
SimplCommerce,MenuApiController,4,1,2
SimplCommerce,Get,12,1,0
SimplCommerce,Get,26,2,1
SimplCommerce,AddItem,34,4,2
SimplCommerce,DeleteItem,10,2,1
SimplCommerce,Post,14,2,1
SimplCommerce,Put,33,6,2
SimplCommerce,Delete,14,3,1
SimplCommerce,PageApiController,5,1,3
SimplCommerce,Get,14,1,0
SimplCommerce,Get,15,1,1
SimplCommerce,Post,21,2,1
SimplCommerce,Put,23,3,2
SimplCommerce,Delete,9,2,1
SimplCommerce,PageController,4,1,2
SimplCommerce,PageDetail,16,2,1
SimplCommerce,PageTranslationApiController,4,1,2
SimplCommerce,Get,17,2,2
SimplCommerce,Put,20,3,3
SimplCommerce,CreateOrUpdateTranslation,15,2,4
SimplCommerce,SpaceBarWidgetApiContorller,4,1,2
SimplCommerce,Get,22,3,1
SimplCommerce,Post,27,4,1
SimplCommerce,Put,27,5,2
SimplCommerce,ToSpaceBarWidgetFormModel,27,4,1
SimplCommerce,SaveFile,6,1,1
SimplCommerce,MenuItemVm,3,1,0
SimplCommerce,AddChildItem,4,1,1
SimplCommerce,PageForm,3,1,0
SimplCommerce,Build,14,1,1
SimplCommerce,EntityDeletingHandler,3,1,1
SimplCommerce,Handle,8,2,2
SimplCommerce,Menu,2,1,0
SimplCommerce,Menu,3,1,1
SimplCommerce,ConfigureServices,5,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,Create,0,1,1
SimplCommerce,Update,0,1,1
SimplCommerce,Delete,0,1,1
SimplCommerce,PageService,4,1,2
SimplCommerce,Create,11,1,1
SimplCommerce,Update,5,1,1
SimplCommerce,Delete,5,1,1
SimplCommerce,Invoke,7,1,0
SimplCommerce,SampleDataController,3,1,1
SimplCommerce,Index,3,1,0
SimplCommerce,ResetToSample,4,1,1
SimplCommerce,RunCommand,0,1,1
SimplCommerce,RunCommands,0,1,1
SimplCommerce,ParseCommand,0,1,1
SimplCommerce,PostgresCommands,0,1,1
SimplCommerce,GetDbConnectionType,0,1,0
SimplCommerce,SqlRepository,4,1,2
SimplCommerce,RunCommand,4,1,1
SimplCommerce,RunCommands,6,2,1
SimplCommerce,ParseCommand,23,5,1
SimplCommerce,PostgresCommands,11,3,1
SimplCommerce,GetDbConnectionType,4,1,0
SimplCommerce,ConfigureServices,4,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,ResetToSampleData,0,1,1
SimplCommerce,SampleDataService,4,1,2
SimplCommerce,ResetToSampleData,15,1,1
SimplCommerce,CopyImages,11,2,1
SimplCommerce,LocalizationApiController,5,1,3
SimplCommerce,GetTranslation,4,1,0
SimplCommerce,GetCultures,4,1,0
SimplCommerce,GetResources,26,4,1
SimplCommerce,UpdateResource,22,4,2
SimplCommerce,LocalizationController,4,1,2
SimplCommerce,SetLanguage,6,1,2
SimplCommerce,Build,10,1,1
SimplCommerce,DetermineProviderCultureResult,11,2,1
SimplCommerce,EfStringLocalizer,4,1,2
SimplCommerce,GetAllStrings,5,1,1
SimplCommerce,WithCulture,4,1,1
SimplCommerce,GetString,10,2,1
SimplCommerce,AutoRegisterNewString,26,3,2
SimplCommerce,LoadResources,13,2,1
SimplCommerce,EfStringLocalizerFactory,4,1,2
SimplCommerce,Create,3,1,1
SimplCommerce,Create,3,1,2
SimplCommerce,EfStringLocalizer,4,1,2
SimplCommerce,GetAllStrings,5,1,1
SimplCommerce,WithCulture,4,1,1
SimplCommerce,GetString,6,1,1
SimplCommerce,LoadResources,12,2,1
SimplCommerce,ConfigureServices,5,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,UserSignedInHandler,4,1,2
SimplCommerce,Handle,6,1,2
SimplCommerce,GetLanguageDirection,7,2,1
SimplCommerce,AddCustomizedLocalization,9,2,1
SimplCommerce,AddLocalization,12,3,2
SimplCommerce,AddLocalizationServices,4,1,2
SimplCommerce,AddLocalizationServices,4,1,1
SimplCommerce,ContentLocalizationService,5,1,3
SimplCommerce,GetLocalizedProperty,4,1,3
SimplCommerce,GetLocalizedProperty,7,2,4
SimplCommerce,GetLocalizedProperty,4,1,4
SimplCommerce,GetLocalizedProperty,21,4,5
SimplCommerce,GetLocalizationFunction,3,1,0
SimplCommerce,GetLocalizationFunction,13,1,1
SimplCommerce,GetLocalizationFromDb,3,1,1
SimplCommerce,GetLocalizationFromDb,8,2,2
SimplCommerce,GetLocalizedPropertiesFromDb,10,1,3
SimplCommerce,LanguageDirectionTagHelperComponent,3,1,1
SimplCommerce,Process,16,3,2
SimplCommerce,SearchFormViewComponent,3,1,1
SimplCommerce,Invoke,14,1,0
SimplCommerce,SearchApiController,3,1,1
SimplCommerce,MostSearchKeywords,8,1,0
SimplCommerce,SearchController,11,1,9
SimplCommerce,Index,91,12,1
SimplCommerce,AppySort,13,2,2
SimplCommerce,AppendFilterOptionsToModel,37,2,2
SimplCommerce,SaveSearchQuery,10,1,2
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,ReviewViewComponent,5,1,3
SimplCommerce,InvokeAsync,56,3,2
SimplCommerce,ReplyApiController,4,1,2
SimplCommerce,Get,24,2,2
SimplCommerce,List,44,7,1
SimplCommerce,ChangeStatus,14,3,2
SimplCommerce,ReplyController,4,1,2
SimplCommerce,AddReply,18,2,1
SimplCommerce,ReviewApiController,4,1,2
SimplCommerce,Get,25,2,2
SimplCommerce,List,50,8,1
SimplCommerce,ChangeStatus,33,4,2
SimplCommerce,ReviewController,4,1,2
SimplCommerce,AddReview,21,2,1
SimplCommerce,List,55,2,4
SimplCommerce,GetRatingPercent,7,2,1
SimplCommerce,List,0,1,0
SimplCommerce,List,0,1,0
SimplCommerce,ReplyRepository,2,1,1
SimplCommerce,List,19,1,0
SimplCommerce,ReviewRepository,2,1,1
SimplCommerce,List,19,1,0
SimplCommerce,Reply,4,1,0
SimplCommerce,Review,4,1,0
SimplCommerce,ConfigureServices,5,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,MostViewedEntityController,3,1,1
SimplCommerce,GetMostViewedEntities,3,1,1
SimplCommerce,Build,4,1,1
SimplCommerce,ActivityRepository,2,1,1
SimplCommerce,List,16,1,0
SimplCommerce,List,0,1,0
SimplCommerce,EntityViewedHandler,4,1,2
SimplCommerce,Handle,12,1,2
SimplCommerce,ActivityType,3,1,1
SimplCommerce,ConfigureServices,5,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,VendorApiController,4,1,2
SimplCommerce,List,38,6,1
SimplCommerce,Get,9,1,0
SimplCommerce,Get,18,2,1
SimplCommerce,Post,16,2,1
SimplCommerce,Put,15,2,2
SimplCommerce,Delete,9,2,1
SimplCommerce,ConfigureServices,4,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,Create,0,1,1
SimplCommerce,Update,0,1,1
SimplCommerce,Delete,0,1,1
SimplCommerce,Delete,0,1,1
SimplCommerce,VendorService,4,1,2
SimplCommerce,Create,11,1,1
SimplCommerce,Update,5,1,1
SimplCommerce,Delete,4,1,1
SimplCommerce,Delete,5,1,1
SimplCommerce,NewsCategoryApiController,4,1,2
SimplCommerce,Get,4,1,0
SimplCommerce,Get,18,2,1
SimplCommerce,Post,17,2,1
SimplCommerce,Put,15,2,2
SimplCommerce,Delete,9,2,1
SimplCommerce,NewsCategoryController,6,1,4
SimplCommerce,NewsCategoryDetail,53,3,2
SimplCommerce,NewsItemApiController,6,1,4
SimplCommerce,Get,36,6,1
SimplCommerce,Get,25,2,1
SimplCommerce,Post,31,3,1
SimplCommerce,Put,33,4,2
SimplCommerce,Delete,9,2,1
SimplCommerce,SaveFile,6,1,1
SimplCommerce,SaveServiceMedia,14,3,2
SimplCommerce,AddOrDeleteCategories,22,4,2
SimplCommerce,NewsItemController,6,1,4
SimplCommerce,NewsHome,41,2,1
SimplCommerce,NewsItemDetail,16,2,1
SimplCommerce,NewsCategoryForm,3,1,0
SimplCommerce,NewsItemForm,3,1,0
SimplCommerce,NewsItemVm,3,1,0
SimplCommerce,NewsVm,3,1,0
SimplCommerce,Build,16,1,1
SimplCommerce,AddNewsItemCategory,4,1,1
SimplCommerce,ConfigureServices,5,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,Create,0,1,1
SimplCommerce,Update,0,1,1
SimplCommerce,Delete,0,1,1
SimplCommerce,Delete,0,1,1
SimplCommerce,Create,0,1,1
SimplCommerce,Update,0,1,1
SimplCommerce,Delete,0,1,1
SimplCommerce,Delete,0,1,1
SimplCommerce,NewsCategoryService,4,1,2
SimplCommerce,Create,11,1,1
SimplCommerce,Update,5,1,1
SimplCommerce,Delete,4,1,1
SimplCommerce,Delete,5,1,1
SimplCommerce,NewsItemService,4,1,2
SimplCommerce,Create,14,2,1
SimplCommerce,Update,8,2,1
SimplCommerce,Delete,4,1,1
SimplCommerce,Delete,8,2,1
SimplCommerce,ComparingProductController,8,1,7
SimplCommerce,AddToComparison,25,1,1
SimplCommerce,Remove,11,2,1
SimplCommerce,Index,29,2,0
SimplCommerce,UserSignedInHandler,4,1,2
SimplCommerce,Handle,4,1,2
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,ComparingProductService,3,1,1
SimplCommerce,AddToComparison,19,3,2
SimplCommerce,MigrateComparingProduct,8,2,2
SimplCommerce,AddToComparison,0,1,2
SimplCommerce,MigrateComparingProduct,0,1,2
SimplCommerce,TooManyComparingProductException,3,1,1
SimplCommerce,ContactApiController,5,1,3
SimplCommerce,Get,42,7,1
SimplCommerce,Get,16,1,1
SimplCommerce,Delete,10,2,1
SimplCommerce,ContactAreaApiController,3,1,1
SimplCommerce,Get,4,1,0
SimplCommerce,Get,9,1,1
SimplCommerce,Post,13,2,1
SimplCommerce,Put,10,2,2
SimplCommerce,Delete,10,2,1
SimplCommerce,ContactAreaTranslationApiController,4,1,2
SimplCommerce,Get,16,2,2
SimplCommerce,Put,18,3,3
SimplCommerce,CreateOrUpdateTranslation,15,2,4
SimplCommerce,ContactController,6,1,4
SimplCommerce,Index,15,2,0
SimplCommerce,SubmitContact,19,2,1
SimplCommerce,GetContactArea,12,1,0
SimplCommerce,Build,5,1,1
SimplCommerce,Contact,3,1,0
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,ProductRecentlyViewedViewComponent,7,1,5
SimplCommerce,InvokeAsync,19,3,2
SimplCommerce,RecentlyViewedWidgetViewComponent,3,1,1
SimplCommerce,Invoke,8,1,1
SimplCommerce,RecentlyViewedWidgetApiController,4,1,2
SimplCommerce,Get,14,1,1
SimplCommerce,Post,18,2,1
SimplCommerce,Put,16,3,2
SimplCommerce,GetRecentlyViewedProduct,0,1,1
SimplCommerce,Build,13,1,1
SimplCommerce,RecentlyViewedProductRepository,2,1,1
SimplCommerce,GetRecentlyViewedProduct,7,1,1
SimplCommerce,EntityViewedHandler,4,1,2
SimplCommerce,Handle,21,3,2
SimplCommerce,ConfigureServices,5,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,Build,8,1,1
SimplCommerce,EmailSender,6,1,1
SimplCommerce,SendEmailAsync,24,1,4
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,EmailSender,8,1,1
SimplCommerce,SendEmailAsync,13,1,4
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,CartRuleApiController,3,1,1
SimplCommerce,List,15,1,1
SimplCommerce,Get,32,3,1
SimplCommerce,Post,42,4,1
SimplCommerce,Put,65,8,2
SimplCommerce,Delete,17,2,1
SimplCommerce,CartRuleUsageApiController,3,1,1
SimplCommerce,List,50,8,1
SimplCommerce,Build,30,1,1
SimplCommerce,CartRuleUsage,3,1,0
SimplCommerce,Coupon,3,1,0
SimplCommerce,ConfigureServices,4,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,CouponService,5,1,4
SimplCommerce,Validate,87,14,3
SimplCommerce,GetDiscountableProduct,19,3,2
SimplCommerce,AddCouponUsage,38,6,3
SimplCommerce,Validate,0,1,3
SimplCommerce,AddCouponUsage,0,1,3
SimplCommerce,TaxClassApiController,4,1,2
SimplCommerce,Get,7,1,0
SimplCommerce,Get,13,2,1
SimplCommerce,Default,10,1,0
SimplCommerce,Post,13,2,1
SimplCommerce,Put,14,3,2
SimplCommerce,Delete,17,2,1
SimplCommerce,TaxRateApiController,4,1,2
SimplCommerce,Get,15,1,0
SimplCommerce,Export,18,1,0
SimplCommerce,Get,17,2,1
SimplCommerce,Post,17,2,1
SimplCommerce,Put,18,3,2
SimplCommerce,Delete,17,2,1
SimplCommerce,Import,23,3,1
SimplCommerce,Build,6,1,1
SimplCommerce,TaxClass,1,1,0
SimplCommerce,TaxClass,3,1,1
SimplCommerce,ConfigureServices,4,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,GetTaxPercent,0,1,4
SimplCommerce,TaxService,3,1,1
SimplCommerce,GetTaxPercent,20,4,4
SimplCommerce,GetMediaUrl,3,1,1
SimplCommerce,SaveMediaAsync,7,1,3
SimplCommerce,DeleteMediaAsync,7,2,1
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,3,1,2
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,3,1,2
SimplCommerce,S3StorageService,16,2,1
SimplCommerce,DeleteMediaAsync,8,1,1
SimplCommerce,GetMediaUrl,3,1,1
SimplCommerce,SaveMediaAsync,11,1,3
SimplCommerce,ShippingProviderApiController,3,1,1
SimplCommerce,Get,11,1,0
SimplCommerce,Enable,6,1,1
SimplCommerce,Disable,6,1,1
SimplCommerce,Build,3,1,1
SimplCommerce,ShippingProvider,2,1,0
SimplCommerce,ShippingProvider,3,1,1
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,Build,3,1,1
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,FreeShippingServiceProvider,3,1,1
SimplCommerce,GetShippingPrices,14,2,2
SimplCommerce,PriceAndDestinationApiController,3,1,1
SimplCommerce,Get,18,1,0
SimplCommerce,Get,17,1,1
SimplCommerce,Post,19,2,1
SimplCommerce,Put,20,3,2
SimplCommerce,Delete,10,2,1
SimplCommerce,Build,3,1,1
SimplCommerce,ConfigureServices,4,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,TableRateShippingServiceProvider,4,1,2
SimplCommerce,GetShippingPrices,20,2,2
SimplCommerce,StockApiController,9,1,7
SimplCommerce,List,39,6,2
SimplCommerce,Put,29,5,2
SimplCommerce,GetStockHistory,15,1,2
SimplCommerce,BackInStockSubscribe,9,2,2
SimplCommerce,WarehouseApiController,5,1,3
SimplCommerce,Get,14,2,0
SimplCommerce,List,26,4,1
SimplCommerce,Get,29,3,1
SimplCommerce,Post,31,3,1
SimplCommerce,Put,30,5,2
SimplCommerce,Delete,23,3,1
SimplCommerce,WarehouseProductApiController,7,1,5
SimplCommerce,GetProducts,56,8,2
SimplCommerce,AddProducts,30,4,2
SimplCommerce,AddAllProducts,14,3,1
SimplCommerce,Build,3,1,1
SimplCommerce,ProductBackInStockSendEmailHandler,0,1,1
SimplCommerce,Handle,0,1,2
SimplCommerce,Warehouse,1,1,0
SimplCommerce,Warehouse,3,1,1
SimplCommerce,ConfigureServices,6,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,AddAllProduct,0,1,1
SimplCommerce,UpdateStock,0,1,1
SimplCommerce,ProductBackInStockSubscribeAsync,0,1,2
SimplCommerce,ProductBackInStockSendNotificationsAsync,0,1,1
SimplCommerce,StockService,6,1,4
SimplCommerce,AddAllProduct,15,1,1
SimplCommerce,UpdateStock,27,3,1
SimplCommerce,StockSubscriptionService,6,1,4
SimplCommerce,ProductBackInStockSendNotificationsAsync,21,2,1
SimplCommerce,ProductBackInStockSubscribeAsync,9,1,2
SimplCommerce,CartBadgeViewComponent,5,1,3
SimplCommerce,InvokeAsync,10,2,0
SimplCommerce,CartApiController,5,1,3
SimplCommerce,CartController,8,1,6
SimplCommerce,AddToCart,12,2,1
SimplCommerce,AddToCartResult,16,1,1
SimplCommerce,Index,3,1,0
SimplCommerce,List,9,2,0
SimplCommerce,UpdateQuantity,22,5,1
SimplCommerce,ApplyCoupon,11,2,1
SimplCommerce,Remove,15,3,2
SimplCommerce,AddToCartResultVm,3,1,1
SimplCommerce,CartItemVm,3,1,1
SimplCommerce,GetVariationOption,11,2,1
SimplCommerce,CartVm,3,1,1
SimplCommerce,UserSignedInHandler,4,1,2
SimplCommerce,Handle,4,1,2
SimplCommerce,CartItem,4,1,0
SimplCommerce,ConfigureServices,4,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,CartService,9,1,7
SimplCommerce,AddToCart,29,3,3
SimplCommerce,GetCartDetails,48,4,1
SimplCommerce,ApplyCoupon,9,1,2
SimplCommerce,MigrateCart,24,3,2
SimplCommerce,AddToCart,0,1,3
SimplCommerce,GetCartDetails,0,1,1
SimplCommerce,ApplyCoupon,0,1,2
SimplCommerce,MigrateCart,0,1,2
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,GetApplicableShippingPrices,0,1,1
SimplCommerce,GetShippingPrices,0,1,2
SimplCommerce,ShippingPrice,3,1,1
SimplCommerce,ShippingPriceService,4,1,2
SimplCommerce,GetApplicableShippingPrices,31,7,1
SimplCommerce,ShipmentApiController,6,1,4
SimplCommerce,GetItemsToShip,24,4,2
SimplCommerce,GetByOrder,23,3,1
SimplCommerce,List,49,9,1
SimplCommerce,Get,39,3,1
SimplCommerce,Post,41,6,1
SimplCommerce,Build,23,1,1
SimplCommerce,OrderDetailGotHandler,3,1,1
SimplCommerce,Handle,17,4,2
SimplCommerce,Shipment,4,1,0
SimplCommerce,ConfigureServices,5,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,GetShipmentItem,0,1,1
SimplCommerce,GetItemToShip,0,1,2
SimplCommerce,CreateShipment,0,1,1
SimplCommerce,ShipmentService,6,1,4
SimplCommerce,GetItemToShip,14,3,2
SimplCommerce,GetShipmentItem,29,4,1
SimplCommerce,CreateShipment,28,6,1
SimplCommerce,CheckoutController,6,1,4
SimplCommerce,Payment,23,3,1
SimplCommerce,PaymentApiController,4,1,2
SimplCommerce,GetByOrder,17,1,1
SimplCommerce,PaymentProviderApiController,3,1,1
SimplCommerce,Get,11,1,0
SimplCommerce,Enable,6,1,1
SimplCommerce,Disable,6,1,1
SimplCommerce,Build,3,1,1
SimplCommerce,Payment,4,1,0
SimplCommerce,PaymentProvider,3,1,1
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,Invoke,3,1,1
SimplCommerce,CoDApiController,3,1,1
SimplCommerce,Config,9,2,0
SimplCommerce,Config,10,2,1
SimplCommerce,CoDController,7,1,4
SimplCommerce,CoDCheckout,22,4,1
SimplCommerce,GetSetting,9,2,0
SimplCommerce,ValidateCoD,11,3,1
SimplCommerce,CalculateFee,4,1,1
SimplCommerce,Build,5,1,1
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,PaypalExpressLandingViewComponent,3,1,1
SimplCommerce,InvokeAsync,9,1,1
SimplCommerce,PaypalExpressApiController,3,1,1
SimplCommerce,Config,5,1,0
SimplCommerce,Config,10,2,1
SimplCommerce,PaypalExpressController,10,1,7
SimplCommerce,CreatePayment,56,3,1
SimplCommerce,ExecutePayment,49,3,1
SimplCommerce,GetAccessToken,14,1,0
SimplCommerce,CreateExperienceProfile,19,1,1
SimplCommerce,CalculatePaymentFee,4,1,1
SimplCommerce,GetSetting,5,1,0
SimplCommerce,Build,5,1,1
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,StripeLandingViewComponent,6,1,4
SimplCommerce,InvokeAsync,18,2,1
SimplCommerce,StripeApiController,3,1,1
SimplCommerce,Config,5,1,0
SimplCommerce,Config,10,2,1
SimplCommerce,StripeController,8,1,6
SimplCommerce,Charge,57,4,3
SimplCommerce,Build,5,1,1
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,AzureBlobStorageService,14,2,1
SimplCommerce,DeleteMediaAsync,4,1,1
SimplCommerce,GetMediaUrl,3,1,1
SimplCommerce,SaveMediaAsync,18,3,3
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,3,1,2
SimplCommerce,DinkToPdfConverter,3,1,1
SimplCommerce,Convert,18,1,1
SimplCommerce,ConfigureServices,4,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,WishListController,9,1,7
SimplCommerce,Share,4,1,0
SimplCommerce,Share,28,3,1
SimplCommerce,PrivateList,17,2,2
SimplCommerce,PublicList,12,2,3
SimplCommerce,List,31,1,3
SimplCommerce,AddItem,66,5,1
SimplCommerce,RemoveItem,22,3,1
SimplCommerce,UpdateItem,28,4,1
SimplCommerce,WishList,4,1,0
SimplCommerce,WishListItem,4,1,0
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,3,1,2
SimplCommerce,GenerateSharingCode,0,1,1
SimplCommerce,GenerateSharingCode,16,2,1
SimplCommerce,Invoke,8,1,2
SimplCommerce,CommentApiController,4,1,2
SimplCommerce,Get,24,2,2
SimplCommerce,List,50,8,1
SimplCommerce,ChangeStatus,15,3,2
SimplCommerce,CommentController,5,1,3
SimplCommerce,Get,38,3,4
SimplCommerce,Post,33,3,1
SimplCommerce,Build,5,1,1
SimplCommerce,CommentRepository,2,1,1
SimplCommerce,List,18,1,0
SimplCommerce,List,0,1,0
SimplCommerce,Comment,4,1,0
SimplCommerce,ConfigureServices,4,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,BraintreeLandingViewComponent,7,1,5
SimplCommerce,InvokeAsync,20,2,1
SimplCommerce,BraintreeApiController,3,1,1
SimplCommerce,Config,5,1,0
SimplCommerce,Config,10,2,1
SimplCommerce,BraintreeController,9,1,7
SimplCommerce,Charge,79,6,2
SimplCommerce,GetClientToken,3,1,0
SimplCommerce,Build,17,1,1
SimplCommerce,ConfigureServices,4,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,BraintreeGateway,7,2,0
SimplCommerce,BraintreeConfiguration,3,1,1
SimplCommerce,CreateGateway,9,1,0
SimplCommerce,GetClientToken,4,1,0
SimplCommerce,BraintreeGateway,0,1,0
SimplCommerce,GetClientToken,0,1,0
SimplCommerce,MomoLandingViewComponent,3,1,1
SimplCommerce,InvokeAsync,8,1,1
SimplCommerce,MomoPaymentApiController,3,1,1
SimplCommerce,Config,5,1,0
SimplCommerce,Config,10,2,1
SimplCommerce,MomoPaymentController,10,1,7
SimplCommerce,MomoCheckout,38,4,1
SimplCommerce,Result,19,3,1
SimplCommerce,Notify,14,3,1
SimplCommerce,UpdatePaymentStatus,29,2,2
SimplCommerce,GetMomoPaymentStatus,15,1,1
SimplCommerce,GetSetting,5,1,0
SimplCommerce,CreateCamelCaseFormater,11,1,0
SimplCommerce,Build,5,1,1
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,HashSHA256,11,1,2
SimplCommerce,PaymentSubmitRequest,12,1,9
SimplCommerce,Validate,13,1,1
SimplCommerce,Validate,20,1,1
SimplCommerce,StatusRequest,7,1,4
SimplCommerce,Validate,18,1,1
SimplCommerce,NganLuongLandingViewComponent,3,1,1
SimplCommerce,InvokeAsync,5,1,1
SimplCommerce,NganLuongApiController,3,1,1
SimplCommerce,Config,5,1,0
SimplCommerce,Config,10,2,1
SimplCommerce,NganLuongController,10,1,7
SimplCommerce,PaymentMethods,3,1,0
SimplCommerce,SubmitPayment,61,4,3
SimplCommerce,SubmitPaymentResult,26,4,1
SimplCommerce,Cancel,16,3,1
SimplCommerce,GetPaymentStatus,14,1,1
SimplCommerce,UpdatePaymentStatusSuccess,15,1,2
SimplCommerce,UpdatePaymentStatusError,16,1,3
SimplCommerce,GetSetting,5,1,0
SimplCommerce,Build,5,1,1
SimplCommerce,GetMessage,7,2,1
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,MD5Hash,8,1,1
SimplCommerce,PaymentStatusRequest,5,1,3
SimplCommerce,MakePostContent,7,1,0
SimplCommerce,MakePostContent,19,1,0
SimplCommerce,CashfreeLandingViewComponent,5,1,3
SimplCommerce,InvokeAsync,24,1,1
SimplCommerce,CashfreeApiController,3,1,1
SimplCommerce,Config,5,1,0
SimplCommerce,Config,10,2,1
SimplCommerce,CashfreeController,7,1,5
SimplCommerce,Charge,63,5,1
SimplCommerce,Build,5,1,1
SimplCommerce,GetToken,10,1,2
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,Configure,2,1,2
SimplCommerce,CheckoutController,9,1,7
SimplCommerce,Create,19,3,1
SimplCommerce,Shipping,16,3,1
SimplCommerce,Shipping,21,4,2
SimplCommerce,UpdateTaxAndShippingPrices,14,3,2
SimplCommerce,Success,3,1,1
SimplCommerce,Error,3,1,1
SimplCommerce,PopulateShippingForm,43,2,2
SimplCommerce,CheckoutItemVm,3,1,1
SimplCommerce,GetVariationOption,11,2,1
SimplCommerce,CheckoutVm,3,1,1
SimplCommerce,DeliveryInformationVm,3,1,0
SimplCommerce,Checkout,5,1,0
SimplCommerce,Configure,3,1,2
SimplCommerce,ConfigureServices,3,1,1
SimplCommerce,CheckoutService,12,1,10
SimplCommerce,Create,24,2,4
SimplCommerce,UpdateTaxAndShippingPrices,48,5,2
SimplCommerce,GetTax,20,3,4
SimplCommerce,GetCheckoutDetails,52,3,1
SimplCommerce,GetCheckoutDetails,0,1,1
SimplCommerce,GetTax,0,1,4
SimplCommerce,UpdateTaxAndShippingPrices,0,1,2
SimplCommerce,Create,0,1,4
